dwell_time_min,cut,replicate,mutant,date,salt,hmgb1
0.9077777777777778,0,12,12HeptA4T,190702,Ca,80
1.7983333333333333,0,13,12HeptA4T,190702,Ca,80
2.1744444444444446,0,13,12HeptA4T,190702,Ca,80
0.8305555555555556,0,13,12HeptA4T,190702,Ca,80
5.004444444444444,0,13,12HeptA4T,190702,Ca,80
0.7533333333333333,0,13,12HeptA4T,190702,Ca,80
0.7722222222222223,0,13,12HeptA4T,190702,Ca,80
0.7427777777777778,0,13,12HeptA4T,190702,Ca,80
1.0216666666666667,0,13,12HeptA4T,190702,Ca,80
2.515,0,13,12HeptA4T,190702,Ca,80
1.9194444444444445,0,13,12HeptA4T,190702,Ca,80
2.2594444444444446,0,13,12HeptA4T,190702,Ca,80
10.52111111111111,0,13,12HeptA4T,190702,Ca,80
0.8988888888888888,0,13,12HeptA4T,190702,Ca,80
0.7905555555555556,0,14,12HeptA4T,190702,Ca,80
1.5133333333333334,0,15,12HeptA4T,190702,Ca,80
3.0455555555555556,0,15,12HeptA4T,190702,Ca,80
0.7266666666666667,0,15,12HeptA4T,190702,Ca,80
1.1311111111111112,0,15,12HeptA4T,190702,Ca,80
1.8388888888888888,0,15,12HeptA4T,190702,Ca,80
0.9961111111111111,0,15,12HeptA4T,190702,Ca,80
2.608888888888889,0,15,12HeptA4T,190702,Ca,80
2.7655555555555558,0,15,12HeptA4T,190702,Ca,80
0.7466666666666667,0,16,12HeptA4T,190702,Ca,80
2.161111111111111,0,16,12HeptA4T,190702,Ca,80
0.7588888888888888,0,16,12HeptA4T,190702,Ca,80
3.007222222222222,0,1,V5-43,180329,Mg,80
0.9355555555555556,0,1,V5-43,180329,Mg,80
1.1666666666666667,0,1,V5-43,180329,Mg,80
4.791111111111111,0,1,V5-43,180329,Mg,80
0.8777777777777778,0,1,V5-43,180329,Mg,80
3.6683333333333334,0,1,V5-43,180329,Mg,80
2.5105555555555554,0,1,V5-43,180329,Mg,80
4.023888888888889,0,1,V5-43,180329,Mg,80
2.453888888888889,0,1,V5-43,180329,Mg,80
0.8027777777777778,0,1,V5-43,180329,Mg,80
1.1827777777777777,0,1,V5-43,180329,Mg,80
1.1627777777777777,0,1,V5-43,180329,Mg,80
1.8494444444444444,0,1,V5-43,180329,Mg,80
2.1794444444444445,0,1,V5-43,180329,Mg,80
1.3127777777777778,0,1,V5-43,180329,Mg,80
1.886111111111111,1,1,V5-43,180329,Mg,80
0.7472222222222222,0,2,V5-43,180329,Mg,80
0.8,0,2,V5-43,180329,Mg,80
6.2427777777777775,0,2,V5-43,180329,Mg,80
29.944444444444443,0,2,V5-43,180329,Mg,80
1.1705555555555556,0,4,V5-43,180329,Mg,80
22.99222222222222,0,4,V5-43,180329,Mg,80
16.223333333333333,0,4,V5-43,180329,Mg,80
15.774444444444445,0,4,V5-43,180329,Mg,80
1.4977777777777779,1,4,V5-43,180329,Mg,80
18.432222222222222,0,5,V5-43,180329,Mg,80
16.175555555555555,1,5,V5-43,180329,Mg,80
1.4172222222222222,0,1,V6-15,190515,Mg,80
0.9088888888888889,0,1,V6-15,190515,Mg,80
20.204444444444444,0,1,V6-15,190515,Mg,80
9.474444444444444,0,1,V6-15,190515,Mg,80
0.9211111111111111,0,1,V6-15,190515,Mg,80
3.078333333333333,0,2,V6-15,190515,Mg,80
2.4405555555555556,0,2,V6-15,190515,Mg,80
1.4422222222222223,1,2,V6-15,190515,Mg,80
0.7644444444444445,0,2,V6-15,190515,Mg,80
0.9022222222222223,0,3,V6-15,190515,Mg,80
0.9944444444444445,0,3,V6-15,190515,Mg,80
1.3227777777777778,0,3,V6-15,190515,Mg,80
1.6616666666666666,0,4,V6-15,190515,Mg,80
0.8633333333333333,0,5,V6-15,190515,Mg,80
1.6111111111111112,0,6,V6-15,190515,Mg,80
0.7427777777777778,0,6,V6-15,190515,Mg,80
1.0338888888888889,0,6,V6-15,190515,Mg,80
0.7866666666666666,0,8,V6-15,190515,Mg,80
0.8266666666666667,0,8,V6-15,190515,Mg,80
3.0505555555555555,0,9,V6-15,190515,Mg,80
2.1255555555555556,0,9,V6-15,190515,Mg,80
5.086111111111111,0,10,V6-15,190515,Mg,80
2.26,0,10,V6-15,190515,Mg,80
5.787222222222222,0,10,V6-15,190515,Mg,80
4.489444444444445,0,10,V6-15,190515,Mg,80
1.32,0,10,V6-15,190515,Mg,80
0.8283333333333334,0,11,V6-15,190515,Mg,80
0.9427777777777778,0,11,V6-15,190515,Mg,80
56.85944444444444,0,11,V6-15,190515,Mg,80
1.9883333333333333,0,1,12HeptC3G,161002,Mg,80
22.039444444444445,0,1,12HeptC3G,161002,Mg,80
0.9361111111111111,0,1,12HeptC3G,161002,Mg,80
1.0244444444444445,0,1,12HeptC3G,161002,Mg,80
1.818888888888889,0,2,12HeptC3G,161002,Mg,80
0.9688888888888889,0,2,12HeptC3G,161002,Mg,80
16.514444444444443,0,2,12HeptC3G,161002,Mg,80
1.5277777777777777,0,2,12HeptC3G,161002,Mg,80
4.082777777777777,0,2,12HeptC3G,161002,Mg,80
0.7361111111111112,0,2,12HeptC3G,161002,Mg,80
2.28,0,2,12HeptC3G,161002,Mg,80
1.3394444444444444,0,2,12HeptC3G,161002,Mg,80
0.7394444444444445,0,2,12HeptC3G,161002,Mg,80
0.745,0,2,12HeptC3G,161002,Mg,80
1.768888888888889,0,3,12HeptC3G,161002,Mg,80
1.6672222222222222,0,3,12HeptC3G,161002,Mg,80
2.2944444444444443,0,3,12HeptC3G,161002,Mg,80
1.4127777777777777,0,3,12HeptC3G,161002,Mg,80
1.365,0,3,12HeptC3G,161002,Mg,80
0.7355555555555555,0,3,12HeptC3G,161002,Mg,80
0.7905555555555556,0,3,12HeptC3G,161002,Mg,80
1.5238888888888888,1,3,12HeptC3G,161002,Mg,80
2.006111111111111,0,3,12HeptC3G,161002,Mg,80
0.8327777777777777,0,4,12HeptC3G,161002,Mg,80
0.7472222222222222,0,4,12HeptC3G,161002,Mg,80
1.7894444444444444,0,4,12HeptC3G,161002,Mg,80
6.828888888888889,0,4,12HeptC3G,161002,Mg,80
0.8977777777777778,0,4,12HeptC3G,161002,Mg,80
0.7394444444444445,0,4,12HeptC3G,161002,Mg,80
0.7511111111111111,0,4,12HeptC3G,161002,Mg,80
0.7361111111111112,0,4,12HeptC3G,161002,Mg,80
0.9788888888888889,0,4,12HeptC3G,161002,Mg,80
4.083888888888889,0,5,12HeptC3G,161002,Mg,80
1.5666666666666667,0,5,12HeptC3G,161002,Mg,80
1.6833333333333333,0,5,12HeptC3G,161002,Mg,80
1.435,0,5,12HeptC3G,161002,Mg,80
3.4477777777777776,0,5,12HeptC3G,161002,Mg,80
0.9983333333333333,0,5,12HeptC3G,161002,Mg,80
7.072777777777778,0,5,12HeptC3G,161002,Mg,80
0.7933333333333333,0,5,12HeptC3G,161002,Mg,80
2.8555555555555556,0,5,12HeptC3G,161002,Mg,80
4.5216666666666665,0,5,12HeptC3G,161002,Mg,80
0.7277777777777777,0,6,12HeptC3G,161002,Mg,80
0.8416666666666667,0,7,12HeptC3G,161002,Mg,80
1.458888888888889,0,7,12HeptC3G,161002,Mg,80
44.47666666666667,0,7,12HeptC3G,161002,Mg,80
4.305,0,7,12HeptC3G,161002,Mg,80
0.9627777777777777,0,7,12HeptC3G,161002,Mg,80
1.6455555555555557,0,7,12HeptC3G,161002,Mg,80
1.7672222222222222,0,8,12HeptC3G,161002,Mg,80
1.8927777777777777,0,8,12HeptC3G,161002,Mg,80
1.6927777777777777,0,8,12HeptC3G,161002,Mg,80
1.7,0,8,12HeptC3G,161002,Mg,80
3.8338888888888887,0,2,V10-96,180405,Mg,80
10.205,1,2,V10-96,180405,Mg,80
0.7166666666666667,0,2,V10-96,180405,Mg,80
7.582777777777777,0,3,V10-96,180405,Mg,80
4.403888888888889,1,3,V10-96,180405,Mg,80
25.029444444444444,1,3,V10-96,180405,Mg,80
15.170555555555556,1,3,V10-96,180405,Mg,80
4.121666666666667,1,4,V10-96,180405,Mg,80
6.475555555555555,1,4,V10-96,180405,Mg,80
0.8861111111111111,0,4,V10-96,180405,Mg,80
37.26277777777778,0,4,V10-96,180405,Mg,80
1.9505555555555556,1,1,WT12rss,190411,Mg,80
0.7822222222222223,0,1,WT12rss,190411,Mg,80
10.620555555555555,1,1,WT12rss,190411,Mg,80
5.02,1,1,WT12rss,190411,Mg,80
0.7477777777777778,0,1,WT12rss,190411,Mg,80
0.7366666666666667,0,1,WT12rss,190411,Mg,80
1.0227777777777778,0,1,WT12rss,190411,Mg,80
1.8194444444444444,1,1,WT12rss,190411,Mg,80
17.660555555555554,0,1,WT12rss,190411,Mg,80
3.6438888888888887,1,1,WT12rss,190411,Mg,80
2.0716666666666668,1,1,WT12rss,190411,Mg,80
23.790555555555557,1,1,WT12rss,190411,Mg,80
1.5833333333333333,1,1,WT12rss,190411,Mg,80
10.178888888888888,0,2,WT12rss,190411,Mg,80
1.435,0,2,WT12rss,190411,Mg,80
2.0144444444444445,0,2,WT12rss,190411,Mg,80
1.1588888888888889,1,2,WT12rss,190411,Mg,80
0.7172222222222222,0,2,WT12rss,190411,Mg,80
1.741111111111111,1,2,WT12rss,190411,Mg,80
0.7677777777777778,0,2,WT12rss,190411,Mg,80
1.15,1,2,WT12rss,190411,Mg,80
0.7816666666666666,0,2,WT12rss,190411,Mg,80
2.752222222222222,1,3,WT12rss,190411,Mg,80
1.9566666666666668,1,3,WT12rss,190411,Mg,80
14.577777777777778,0,3,WT12rss,190411,Mg,80
2.378888888888889,0,3,WT12rss,190411,Mg,80
0.9511111111111111,0,3,WT12rss,190411,Mg,80
8.453333333333333,0,3,WT12rss,190411,Mg,80
2.02,0,3,WT12rss,190411,Mg,80
1.0161111111111112,1,3,WT12rss,190411,Mg,80
1.6088888888888888,1,4,WT12rss,190411,Mg,80
2.1933333333333334,1,4,WT12rss,190411,Mg,80
1.0816666666666668,1,4,WT12rss,190411,Mg,80
1.6588888888888889,1,4,WT12rss,190411,Mg,80
